sample_idx,0,1,2,3,4,5,status
0,1.2025549829903213,0.587652107864695,,,0.058040639905710956,,train
1,,0.8936809749602764,,0.505118153241512,,1.4388924943121928,train
2,,,,,0.5576204238762741,,train
3,,0.1786835608212336,,-0.4195601651577098,0.6724263509949315,,train
4,0.5865048719793045,,,0.8952997001242414,0.9442337109593946,,train
5,,,,0.7803233443311586,1.4391411157569804,1.8275420542096381,train
6,0.16136843090795955,,-0.3493811694509812,,0.47456639551112595,,train
7,-0.19335455416356467,,,,0.46055808281251015,0.18935770669279162,train
8,,,1.4357677685131964,,0.5606442575874103,,train
9,,1.3132892114996535,,2.305969021011485,,,train
10,-0.6713367367506767,-0.007091375661118726,0.03612305729640533,,0.37380504332117237,,train
11,-0.37307000386983924,,0.03375388558764541,,,,train
12,,,0.5576324164757395,0.7532170359925202,,0.6236773746888734,train
13,,1.1125832542841287,1.4793921646019375,,0.998401673984914,,train
14,,0.026044679865201432,,,,-0.08824300893293668,train
15,0.670746991004476,,-0.17754013956944525,-0.1550239893022165,-0.6438674735496969,-0.5416746587213805,train
16,,0.37767340833866947,0.9428815418365116,,,,train
17,0.5101728661201406,1.1049016053394525,0.24251610632435994,,0.21676693211574993,,train
18,-0.051002966868270466,,-0.45376608884672825,,,,train
19,0.07308359215640317,,-0.06069429726012371,-0.29478756977446197,,-0.18591377024715566,train
20,,,0.6370377940000189,,,0.7843189078316484,train
21,,0.5592473125211109,,,0.8343368111791931,,train
22,-0.07599785336466638,-0.4796518018474534,,,,-0.07783698838454708,train
23,,,,,,-0.25307994398478184,train
24,0.28739558995307335,0.5075412845109197,0.285584860921064,,,,train
25,,,,0.8977429988041286,1.1653579208483893,,train
26,,,,-0.7023780828536333,-0.33219493803726774,-0.2086165842445994,train
27,,,,-1.0851468719139343,0.05941455455039096,,train
28,,0.9263809910782284,,,0.6304026797470867,,train
29,,,2.167674912851218,,,,train
30,1.3688517957369628,,,1.1670540674655958,,,train
31,-0.04844702608141449,,,0.48832958885680877,0.6234120826700239,-0.2758378481019592,train
32,,,,,,1.0083356640034833,train
33,,,1.111312939034021,1.5982145642350654,0.9259540927530274,,train
34,-0.8060293432982726,,-0.45164326678683747,,,,train
35,,,,-0.7762807729291794,,,train
36,0.7485780774900197,1.1475780222355898,,,,,train
37,,0.2181040914621719,,0.7043749252776179,,1.6567884205175933,train
38,,,,,-0.4968041607503524,,train
39,-0.4526743475822862,-0.42921613258336466,,,-0.7454275741947667,,train
40,,0.5023649562762993,-0.494619151519272,,,-0.15933771519639547,train
41,-0.16227131773091452,,1.7378289249774244,-0.41773468100009803,,,train
42,,-0.6800923764633631,,-0.20704310811387006,,-0.5262000552604809,train
43,,,,,-0.6268809575944801,,train
44,0.6016107375082629,,,0.36627786339526724,0.3271843103470826,,train
45,,,,,,,train
46,-0.7786977813172078,,-0.06003367066676596,,-0.2972433991733393,,train
47,,,-1.1463132118848098,,,,train
48,,,,,,-0.5122422975370868,train
49,,,,,,,train
50,,-1.3464408405793413,-0.46316394215300677,,,,train
51,,,,,,,train
52,,,0.49147565893884126,,,-0.18710808642821236,train
53,,,,,,,train
54,,,,,,,train
55,0.4526787530722317,,,,,-1.0156389891212314,train
56,-0.062451342446103064,0.42246277273524974,0.6908185430655163,,-0.9180437654445555,,train
57,,,,-0.6033196586228551,,0.9489690007923611,train
58,,0.653728604254287,,,,,train
59,,,-0.19052828094810803,-0.3006266969599064,,-0.27113674068128923,train
