sample_idx,0,1,2,3,4,5,status
0,0.3111652648185954,-0.3015460762649853,0.6355848814284504,0.5904897873619681,-0.7494533249309907,-0.4763220923036029,train
1,-0.004228552646143191,-0.17315453792643876,0.02628730642641197,-0.5019772478662312,0.40734664771154927,0.24229806320700464,train
2,0.029525133672524795,0.5345561234070214,0.2253194936804549,-0.4832866834287995,0.16459222116591554,-0.4733995452014842,train
3,0.3573932760723084,-0.10519299360030204,-0.17446682917645326,-0.45349051547789776,0.5235351006111122,-0.14670471047686395,train
4,-0.005220217088764079,0.05397298357345148,0.5387012446348389,0.33304982827345153,0.42640577323377005,,train
5,0.7978854784499974,-0.32070771690873867,-0.30936862880771043,-0.5956630583751472,0.17089881873726664,0.26497516429920775,train
6,-0.02828658538707654,-0.4197911311771289,-0.42454336564059925,0.26050418114394014,0.3629737431460981,0.24875755881998693,train
7,-0.3171878769779175,0.07185055568805598,,0.017720667334493456,0.39016431076450964,0.06735477099220585,train
8,0.3123352831686159,0.07152038136222205,0.23243688426515519,0.27006332476668504,-0.6799836119562528,-0.19848309755058424,train
9,0.12158172919369425,0.09915223956357089,,1.047755247013532,-0.018597202223847642,0.7303259654461687,train
10,-0.7590883083833528,-0.19469341970297735,0.04034243528170446,0.21266261870467917,0.3263908331140837,0.36395125176090903,train
11,-0.004071283260944303,-0.12919885507004014,0.5120980595707142,,-0.5164573139062366,-0.3795340668677264,train
12,-0.4340820912947878,0.2444867517660887,0.09940087102965611,0.2714998397095887,-0.20953363696430138,0.024013539794511374,train
13,0.3104898566079477,-0.06538873016231683,0.3828352311478125,-0.312917273953907,-0.09919614722797787,-0.21233291774091856,train
14,-0.4882369059585051,0.24656724476473188,-0.24908204529191075,-0.022927081665172766,0.2520860500300529,0.25361132131492303,train
15,0.6116530801564732,0.18819580007192926,-0.005882500568517357,0.1661203831109398,-0.577661179818017,-0.37148965682447477,train
16,,-0.10157335822180558,0.6171606341020391,-0.10878576531359752,,0.939799506481944,train
17,-0.013840099216923418,0.5553800829646118,-0.23264632110318528,0.02129391378415968,-0.27673868880987595,-0.053146743781600225,train
18,0.5238159145586125,-0.786778503597601,0.25282383561059585,,-0.21631980605919443,-0.541035951024788,train
19,-0.014029692858846754,-0.3656130861354363,-0.0049951395862812276,-0.13057982690174064,0.6883470363684919,-0.17609558668555275,train
20,-0.6198772234420817,-0.060371062732807124,-0.015598487389133053,0.44851611731806273,0.2610783363830711,-0.021275430938936246,train
21,0.9235798206860781,-0.3112307156717783,-0.015089699328817652,-0.23899342261532086,0.08099653722921896,-0.4277246037234823,train
22,0.18466436958262905,-0.2965197890389465,,-0.7039702291893196,-0.022019825178255292,0.26466557373963895,train
