sample_idx,f1,f2,f3,f4,status
0,-0.11647358133591124,-0.09356619590222459,-0.44112346069579256,0.43846806836693786,train
1,-0.5142206710695256,0.30650684046376786,-0.23883681371218762,0.7010657533615112,train
2,-0.7760403420676424,0.28864372206038613,-0.7734265449147019,1.3564502847672628,train
3,-0.3657544864245127,0.11754945047623166,-0.40842928825795255,0.6710346170453282,train
4,0.15662198527721127,-0.01848483432527559,0.2505284327387843,-0.3420014827249396,train
5,-0.37013075452491045,0.4872259394767603,0.46114614364664447,0.01178158585151072,train
6,0.07986110102522448,0.006708633062497804,0.1660541321529142,-0.20206949868495022,train
7,0.24219407482490118,-0.008298234127127976,-0.005538749722617919,-0.03469182488768574,train
8,0.0028269800350872454,0.06632151055033536,-0.18083772781567314,0.3156412399468247,train
9,0.4886890067893628,-0.7466832616553005,-0.8543631883381747,0.11514366656685815,train
10,0.43533792055517634,-0.06261259658917762,0.6696818589586716,-0.9313339524211341,train
11,0.6992850281187304,-0.5214948533061181,0.07623218681296418,-0.7737592930974295,train
12,0.40296116844441476,-0.016845569691406492,-0.5928593352154286,-0.007988369012913416,train
13,-0.13958149682352117,0.18538588554432242,0.17781348904517325,0.014959443617628354,train
14,0.2476321033295007,0.35379886802406135,1.3056038388187763,0.03394929855125872,train
15,0.22339361473726138,-0.3530232496355211,-0.4183191838840329,0.07269940341928713,train
16,0.5612149556533701,-0.018557353909904373,-0.22211073986019902,0.0016271117512298983,train
17,0.7091197230187392,-0.01938928622970182,-0.021180533857148992,-0.5330457989164272,train
18,-0.0684996329133365,0.3218659364215677,0.6355083041212168,-0.38883326839570076,train
19,-0.020690562981434957,0.55946277381669,0.5444097602617568,0.0352452521809335,train
20,0.2508043557116324,-0.10484565664048984,0.22250922373119308,-0.4185477158442943,train
21,-0.5279992976420229,0.5351804955237867,0.2782506769087819,0.3415678074260925,train
22,-0.5864198917915461,0.8848458709401605,0.9987159051319006,-0.11901564102407129,train
23,-0.444635421913007,0.7031662888108046,0.833844275547194,-0.14559120060694025,train
24,-0.01953892910084143,0.2141527551839174,0.4717790854097147,0.014204707346236078,train
25,-0.9541739728993511,0.6860731981414021,-0.1645835891113294,1.099559504615931,train
26,-0.5095827132953122,0.38072257752667327,-0.05389198265522083,0.5626540861784568,train
27,-0.19807483978462714,0.002751853738700044,-0.22243047690425227,0.36429940275201145,train
28,0.05976544988363519,-0.0711673309879794,-0.0566396199284726,-0.020493398480666364,train
29,-0.07409497850106983,0.3662217564868524,0.7303135876079304,-0.45159113850819,train
30,-0.08542029500067183,-0.0018950033756546802,-0.16507437737792835,-0.003844817029289682,train
31,0.011552923370058477,0.20551041455779928,-0.7099629115974284,1.1679714676799517,train
32,-0.3757504577330446,0.13111740767346763,-0.39500259654460995,0.671605303337585,train
33,-0.22779387732026557,-0.11725002233601844,-0.7066230102332622,-0.01789792954281022,train
34,-0.3685634417341763,0.12929496100104299,-0.3858197349543083,0.657583297897532,train
35,0.4960045923372849,-0.011379296544147655,0.8102924098518767,-1.0952907875218068,train
36,0.3566727713918032,-0.14032636962897682,0.33727319592758337,-0.6102821896785235,train
37,0.3508849421344149,-0.01560405801836362,0.6225480094926739,-0.8104796312502962,train
38,-0.3041100777593804,0.28983242419888944,0.11653936610535653,0.22832748021679564,train
39,-0.20295538214871317,0.1175491821009157,-0.10239713008719198,0.28257656910937606,train
40,-0.5026903118713226,0.211700392108878,0.024987481174234383,0.8362289338917598,train
41,-1.1182590010179805,0.4549832374793309,-1.0217600499029746,1.8876078912782746,train
42,0.021655965580589576,-0.11909106539897563,-1.0533439761725172,1.1824458209781235,train
43,0.47657433455591797,-0.01717281159511852,-0.29535896503407577,-0.2763543011532168,train
44,-0.3286978514862483,0.858903805111285,1.4215868076120888,-0.6894585016228927,train
45,0.052488392530067596,0.348414250396007,0.9259831979300713,-0.723079036502728,train
46,0.00798300757638698,0.006029472813674344,-0.37774584057965577,0.706485141254471,train
47,0.1381829805469692,-0.29583176964965885,-0.44269775120376975,0.17788892809358514,train
48,-0.1911867993878401,-0.05523763500438679,-0.4905590558562203,0.5509758914715155,train
