sample_idx,0,1,2,3,4,5,status
0,0.5802503135466826,0.11100375572959131,-0.7395158666605269,0.9428700955503573,-0.4002438788641013,-0.11064569678444114,train
1,-0.7453985824917411,0.5644239254514036,0.020290343650792853,0.20881035064379816,1.0662463610512973,1.0373739527734565,train
2,0.21130977375137883,0.09449069530206872,0.35491918288835356,-0.020417472690988092,0.3447246256570953,0.10026692924991853,train
3,-0.31930739856744533,0.12810168184412588,0.3605189426556591,-0.3008929660975778,0.6655862001819457,0.3217108148264931,train
4,0.5077125147129296,-0.0009044333420180628,-0.4414737725648239,0.8914811811927121,0.9535486582381814,0.15900832477957905,train
5,-0.9647710729926122,0.7276224892381222,-0.002110978311623768,0.4440291581640732,1.1478183746084558,1.4166642531827718,train
6,0.11551759030433112,-0.05207134206819037,-0.32758381575664125,0.35737145776704343,0.48375869334765986,0.1834251780938169,train
7,-0.22799718082900616,0.04537120442084383,-0.09964590640688262,-0.15927262330741296,0.4777032722450646,0.1819753685288614,train
8,-0.9017072431040861,-0.06993971470687743,1.3931809220347744,-0.9867994293131832,0.5571269041976381,-0.08218647506108612,train
9,-0.6401931586127083,1.301099326298261,-1.644417830107539,2.242165531878838,-0.6925992662729621,-0.5979200478621742,train
10,-0.694125744112337,-0.04317381484942942,0.07174377210952863,-0.18039603138011412,0.38543458284198473,0.5029841639532656,train
11,-0.4076754814194419,0.15493485787117758,0.05960147724860502,-0.02436577645276583,0.14508651002699507,0.25887454387935405,train
12,-0.10294439461559324,0.33677236114892306,0.5296208626532902,0.7724631128230237,-0.06515414815606935,0.5810692655522587,train
13,-0.9513179460817456,1.1022640846455714,1.4297155035057914,-0.8151713745662255,1.0269090428209833,0.021325779967829472,train
14,-0.07731896997738373,0.005977291608440266,-0.04252641901085606,0.033413015225800674,-0.06580292872546432,-0.0750397360848992,train
15,0.6095321838867184,-0.30313619249160006,-0.14272547844820827,0.007173355113254121,-0.6765070343735474,-0.557066653140792,train
16,-0.7103367707301875,0.34478097014538656,0.9318644353429207,-0.8363470042816575,-0.24603669899001845,-0.05406480330580998,train
17,0.45812903757607315,1.1053093942832355,0.22640229711556548,0.45435710794549244,0.25379956597387543,-0.27244870668539467,train
18,0.08855118862406666,0.06997345534817456,-0.26208579429345813,0.24191191203221235,-0.6837588238630203,-0.29641150560540375,train
19,0.012806081983156734,-0.05555035213693871,-0.04801645748511055,-0.15924319394500386,-0.030681828129778932,-0.20832574756126554,train
20,-0.6467063124550316,-0.15823143053898703,0.6300069021949412,-0.38778564705094376,-0.09415859054188858,0.7482512550716534,train
21,1.0446328941124317,-0.07934748052285145,0.12229932727114745,-0.07808618210735618,0.21887328459600697,-0.2707092628255514,train
