0,1,2,3,4,5
0.0742240611712931,0.2968981219066812,0.6680390004486766,1.1877115782944316,1.8560825744261553,2.6734929085909807
0.0742552712697576,0.29702296308076576,0.6683199007482402,1.1882109930572662,1.856863029088763,2.6746170719414324
0.07404329395331101,0.29617504853798354,0.6664120409788057,1.1848189947772314,1.8515622228885122,2.666981814770947
0.07400227122744621,0.2960109565278252,0.6660428238819316,1.1841625609172686,1.8505363884412538,2.66550420749287
0.07420652829014131,0.29682798998964843,0.6678811993301811,1.1874310224964537,1.8556441390892469,2.672861388323739
0.07434336291275646,0.29737533197490135,0.6691127523883805,1.1896206099660376,1.8590658916590523,2.6777900651813806
0.07400227122744621,0.2960109565278252,0.6660428238819316,1.1841625609172686,1.8505363884412538,2.66550420749287
0.07399862481156658,0.29599637081013735,0.6660100051282539,1.1841042122069656,1.850445204668438,2.665372866801329
0.07423290983578994,0.29693351684577374,0.668118641227959,1.1878531722388492,1.8563038487316659,2.6738116310959614
0.07432912589824038,0.2973183835182765,0.66898461487441,1.1893927933135315,1.8587098738132737,2.6772772586939855
0.07394558962147924,0.2957842287114545,0.6655326723728123,1.1832555587043467,1.8491189811891757,2.6634625805270096
0.07390540664185606,0.2956234957943676,0.6651710134467801,1.182612562573101,1.8481141464001762,2.662015221060816
0.07413446365842578,0.29653972962247593,0.6672325957971209,1.1862778653808475,1.853842056103328,2.670265676176455
0.07431501169775559,0.2972619263846782,0.668857582860327,1.1891669421406865,1.8583569274962108,2.6767688764217548
0.07391526508431302,0.29566292980014175,0.6652597423760889,1.1827703144002806,1.8483606712496023,2.6623703143338657
0.07387032845768339,0.29548318217721103,0.6648552991991574,1.1820512518283823,1.8472369645082503,2.6607517322477934
0.0741303482321342,0.29652326787616645,0.6671955558748665,1.1862120118263704,1.8537391442196864,2.670117442367048
0.07423290983578994,0.29693351684577374,0.668118641227959,1.1878531722388492,1.8563038487316659,2.6738116310959614
0.07386105356220993,0.29544608233714054,0.6647718222821971,1.1819028375852645,1.8470050318606046,2.6604176575169878
0.0739185789812408,0.29567618550406666,0.6652895685237491,1.182823342532919,1.8484435403525352,2.662489678613394
0.0741059447808807,0.29642565343605326,0.6669759173775458,1.1858215148813605,1.8531288996208626,2.6692384488184744
0.07417637390026943,0.29670737170001543,0.667609800771968,1.1869485009495568,1.8548900841053682,2.671775250949927
0.07385493982497335,0.29542162727796323,0.6647167968949363,1.1818050075341155,1.8468521490758991,2.6601974458473308
0.07389890376062785,0.29559748412664816,0.6651124855940829,1.1825085054587385,1.8479515323459175,2.6617809925161224
