sample_idx,0,1,2,3,4,5,status
0,0.3593119373568441,-0.3286797657201632,0.5818054444711043,0.5967132053804542,-0.6872832164074844,-0.5042161454545813,train
1,0.44112889727295634,0.1830104911068593,0.37515974957803344,-0.10748226972065766,,0.6332613777062763,train
2,,0.6067703499329409,0.2952929549313459,-0.4084004268063176,0.30689755868285457,-0.40503632707580445,train
3,0.35345468277230996,-0.09289085770596484,-0.18128533556470955,-0.46694045115383054,0.5805025805328471,-0.16102098537983914,train
4,0.055254770331951475,0.04166222044303414,0.5112935791089417,0.3556905183173742,,0.35448546297044725,train
5,0.899843159643301,-0.38823125058536645,-0.3810869636288783,-0.6030699563176114,0.28664204905241686,0.24375324803831555,train
6,,-0.26476889343813975,-0.294660787746951,0.38833182523264054,,0.37334540595909627,train
7,-0.3727709334911794,0.03192807877464221,-0.04128925461032357,-0.03752649250585488,0.39391625496228605,0.007163866754080428,train
8,0.3719039671732052,0.02511846533171891,0.17881302864740412,0.27311992036894606,-0.6085812464605809,-0.2220847688069283,train
9,-0.18482224890765453,-0.35977663894011913,-0.1262750717119263,0.6619803021226192,-0.32278425147080014,0.31261259943587794,train
10,-0.7595855703778269,-0.13437823726669987,0.0722256075627224,0.23745536935059947,,0.3901045088466808,train
11,0.039848908265404936,0.006840946685445659,0.6121385018315367,0.05328934654113593,-0.4146653412921385,-0.2993084080980082,train
12,-0.2601966566628955,0.37047098489818975,0.22133127782837747,0.4272199852356048,,0.16469700181163516,train
13,,0.6418785931022544,1.0863099637846612,0.4514864273650008,,0.5404013036853972,train
14,-0.5434282503416199,0.2539758046912639,-0.2545326190692474,-0.050790002498491416,,0.2306518883663612,train
15,,0.19649771262110127,-0.02040444243184303,0.11857783705218294,-0.6182692872378646,-0.42261741709083844,train
16,-0.2937946563157956,-0.17674705203799046,0.5144864255131864,-0.18848657319448292,,0.8668653407542056,train
17,0.03679326288336382,0.4989231214015324,-0.2758532730282146,0.019190029197263092,-0.20164461827357916,-0.07412054623547304,train
18,0.5711766374801579,-0.6065787654414289,0.3779249136849778,0.24488722241777294,-0.10182604741096479,-0.4479391648980209,train
19,0.03294024579103155,-0.2437484564156192,0.08319858665372434,-0.059298973830963,,-0.10510692980230679,train
20,-0.38350731973597,0.14609192046245234,0.17902020912792238,0.6763356331225502,,0.18930807456793353,train
21,1.1609991145711474,-0.10659826356802671,0.17014999950943754,-0.029914560181119043,,-0.23214884138184544,train
22,0.3813380272412825,0.010949791831670663,-0.6750330167528601,-0.4678720613430637,0.2517088458009684,0.5224635555467697,train
23,,1.3161593430424188,0.08804200104355414,-0.636788017142672,-1.1414546683469855,0.05508947860922825,train
24,-0.04310080113359349,0.11846522597731401,0.024212538595174804,0.201256889503738,,0.35265403237254145,train
25,,-0.12655623698898455,-0.4275547164637572,0.09983006317253529,0.46022110332430066,1.1369591007722446,train
26,,0.5361804611346006,-0.21952008135205853,-0.5875869783530284,,-0.2741661689913033,train
27,0.8103594892546422,-0.5600888969213,0.1951501304093346,-0.6958370728959153,0.2855512494893866,0.01650629710075202,train
28,0.12199747170366959,0.13926733293294613,-0.14604543678171988,0.33614849167307614,0.026513532031197995,-0.46250727784355883,train
29,-0.6257558597319479,-0.02143012644603126,0.726809126986256,-0.0531019889537534,-0.0325387395586032,-0.03735694363874509,train
30,0.3324714850699808,-0.23974750577415893,-0.5264123486275722,0.15797822463303168,-0.022350999967704954,0.3171497449917928,train
31,0.04294155657407367,-0.6376586789677046,-0.7592766767976612,0.6858769181369215,0.8429353596738263,-0.15638447814960726,train
32,0.18714620995568665,1.0320236818229287,-0.18883191970700763,-0.13879454855592166,,0.1032658457456741,train
33,,0.3549507403951375,0.6543769779571853,1.0976893483307424,,0.6693759026112107,train
34,,0.12200084033180641,-0.314483346144275,-0.527501999495893,,-0.012043037401514634,train
35,0.45679327324633495,-0.58407315294656,0.016631634838457643,-0.2704073655311294,-0.12032521223945047,0.5205295607613328,train
36,,0.7395261207165147,0.035237014010137346,-0.28524922452538115,0.06883781270381528,0.1773773021541476,train
